row_number,datetime,lat,lng,stop_duration,subject_age,subject_height,subject_sex,officer_id_hash,type,violation,arrest_made,citation_issued,warning_issued,outcome,contraband_found,contraband_drugs,contraband_weapons,frisk_performed,search_conducted,search_person,search_vehicle,search_basis,reason_for_stop,driver_suspected_under_influence,area_risk,officer_heart_rate
2818192,2012-08-29_15:21:00,-26.1144308,28.12835890000001,35.012488986173594,25.0,tall,female,93ef5d6182,vehicular,moving traffic violation,False,True,True,citation,False,False,False,True,True,True,True,consent,moving traffic violation,False,medium,64
2186466,2011-05-04_10:06:00,-26.1683521,28.078363900000028,17.662141037855292,18.0,tall,female,6f0e6c9ea2,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,True,True,consent,moving traffic violation,False,medium,67
683412,2010-01-24_02:11:00,-26.124630499999995,28.116059500000006,38.1694090503226,19.0,tall,female,93ef5d6182,vehicular,moving traffic violation,True,True,False,arrest,True,False,True,True,True,True,True,consent,moving traffic violation,False,medium,114
262946,2013-11-14_12:57:00,-26.161628799999995,28.073103300000028,43.13919986093866,22.0,tall,male,93ef5d6182,vehicular,seatbelt violation,False,True,True,citation,True,True,False,True,True,True,True,plain view,seatbelt violation,False,medium,101
1327104,2010-02-01_13:59:00,-26.129308099999996,28.108635000000007,30.440070987262065,54.0,tall,male,6f0e6c9ea2,vehicular,vehicle equipment violation,False,True,False,citation,False,False,False,True,True,True,True,consent,vehicle equipment violation,False,medium,78
444597,2014-01-16_06:30:00,-26.1381467,28.123626700000003,24.197227771218955,48.0,tall,male,6f0e6c9ea2,vehicular,moving traffic violation,True,False,False,arrest,False,False,False,False,True,True,True,other,moving traffic violation,False,medium,84
750198,2013-01-28_12:35:00,-26.177798299999992,28.10502649999998,30.133809835462774,20.0,tall,male,93ef5d6182,vehicular,seatbelt violation,False,True,True,citation,False,False,False,True,True,True,True,consent,seatbelt violation,False,medium,66
2277346,2016-06-14_20:11:00,-26.148890299999998,28.125235100000026,37.336799544129335,21.0,medium,female,b3d18aa8ec,vehicular,registration,False,False,True,warning,False,False,False,False,True,False,True,plain view,registration,False,medium,68
2084411,2016-05-19_15:47:00,-26.157860299999996,28.130492500000003,29.396201023484792,22.0,tall,female,b3d18aa8ec,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,medium,66
2113147,2014-05-22_08:55:00,-26.128404499999995,28.109308500000026,18.65404194789605,35.0,tall,male,93ef5d6182,vehicular,seatbelt violation,False,True,True,citation,False,False,False,True,True,True,True,consent,seatbelt violation,False,medium,74
1363986,2010-02-16_00:49:00,-26.1371354,28.106180599999988,24.237816840335555,20.0,medium,male,93ef5d6182,vehicular,moving traffic violation,True,True,False,arrest,False,False,False,True,True,True,True,consent,moving traffic violation,False,medium,72
75653,2011-10-20_03:03:00,-26.1576265,28.13188359999998,19.120964726791847,41.0,tall,male,93ef5d6182,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,True,True,True,True,consent,vehicle equipment violation,False,medium,70
1774559,2014-04-10_17:24:00,-26.1847614,28.105958400000006,30.142121963536383,45.0,tall,female,b3d18aa8ec,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,medium,70
1091979,2017-12-28_20:38:00,-26.1132281,28.106485500000005,25.34690874470397,27.0,short,female,6f0e6c9ea2,vehicular,moving traffic violation,False,True,False,citation,False,False,False,True,True,True,False,consent,moving traffic violation,False,medium,81
2816509,2011-08-29_11:04:00,-26.175143,28.10441200000001,28.842897281044532,32.0,tall,male,6f0e6c9ea2,vehicular,moving traffic violation,False,True,False,citation,False,False,False,True,True,False,True,consent,moving traffic violation,False,medium,77
1518481,2011-02-09_12:22:00,-26.176959599999996,28.103463700000006,25.695343581483304,42.0,tall,male,6f0e6c9ea2,vehicular,moving traffic violation,False,True,False,citation,False,False,False,True,True,True,True,consent,moving traffic violation,False,medium,74
189200,2010-10-07_15:26:00,-26.135773799999996,28.103305000000006,48.21276796558588,20.0,tall,female,6f0e6c9ea2,vehicular,moving traffic violation,False,True,False,citation,False,False,False,False,True,False,True,consent,moving traffic violation,False,medium,63
2354295,2016-06-23_20:59:00,-26.085969999999996,28.09485500000001,16.26777253178701,42.0,tall,male,b3d18aa8ec,vehicular,seatbelt violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,seatbelt violation,False,medium,74
2978873,2013-09-02_14:42:00,-26.1517848,28.11402720000001,32.747005842100116,24.0,tall,male,93ef5d6182,vehicular,moving traffic violation,False,True,True,citation,True,False,False,True,True,True,True,consent,moving traffic violation,False,medium,67
964984,2017-06-14_10:10:00,-26.1163915,28.132269100000002,25.34002160730156,35.0,tall,male,93ef5d6182,vehicular,moving traffic violation,False,True,False,citation,True,True,False,True,True,True,True,probable cause,moving traffic violation,False,medium,84
486940,2012-11-09_20:40:00,-26.13263,28.121456800000004,18.210194427017132,22.0,tall,male,6f0e6c9ea2,vehicular,moving traffic violation,False,True,False,citation,False,False,False,True,True,True,False,consent,moving traffic violation,False,medium,72
965759,2017-06-15_10:14:00,-26.114370699999995,28.1394547,22.774593951259348,26.0,tall,female,93ef5d6182,vehicular,seatbelt violation,False,True,False,citation,False,False,False,True,True,True,True,consent,seatbelt violation,False,medium,68
671023,2011-01-23_03:56:00,-26.0803479,28.694559000000027,24.45954171895484,41.0,tall,female,82f2e31c2b,vehicular,moving traffic violation,True,False,True,arrest,False,False,False,True,True,True,True,plain view,moving traffic violation,False,medium,66
2500819,2016-07-14_18:01:00,-26.156414499999997,28.12789570000001,16.66118955030286,31.0,tall,female,b3d18aa8ec,vehicular,seatbelt violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,seatbelt violation,False,medium,62
877676,2017-02-09_14:04:00,-26.146427399999986,28.095210800000004,26.25436180558762,24.0,medium,female,93ef5d6182,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,True,True,probable cause,moving traffic violation,False,medium,68
197980,2012-10-08_13:22:00,-26.14102780000001,28.10221940000001,27.26596260498465,23.0,medium,male,93ef5d6182,vehicular,seatbelt violation,False,True,True,citation,True,True,False,True,True,True,True,probable cause,seatbelt violation,False,medium,101
2174011,2011-05-31_16:58:00,-26.172214099999998,28.094674700000027,34.13625172257142,33.0,tall,male,6f0e6c9ea2,vehicular,parking violation,False,True,False,citation,True,True,False,True,True,False,True,probable cause,parking violation,False,medium,112
2589167,2016-07-26_13:49:00,-26.1234404,28.140463799999964,25.721820873146957,37.0,tall,male,93ef5d6182,vehicular,seatbelt violation,True,False,True,arrest,True,True,False,True,True,True,True,consent,seatbelt violation,False,medium,83
1864470,2011-04-21_14:05:00,-26.1296136,28.105828099999982,23.879348769319243,20.0,tall,male,6f0e6c9ea2,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,True,True,consent,vehicle equipment violation,False,medium,78
583631,2012-12-19_13:39:00,-26.1637596,28.07599470000001,18.52449654940497,24.0,tall,male,93ef5d6182,vehicular,seatbelt violation,False,False,True,warning,False,False,False,True,True,True,True,consent,seatbelt violation,False,medium,63
837613,2015-01-08_14:08:00,-26.160181799999997,28.115010000000026,26.392663405148475,22.0,tall,male,93ef5d6182,vehicular,moving traffic violation,False,True,True,citation,True,True,False,True,True,True,True,probable cause,moving traffic violation,False,medium,86
582322,2011-12-19_02:39:00,-26.14295179999999,28.098957100000007,30.340365263558905,21.0,tall,male,93ef5d6182,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,True,True,consent,vehicle equipment violation,False,medium,63
377527,2014-11-29_23:18:00,-26.147713699999997,28.122005000000044,32.71645071204359,26.0,tall,male,6f0e6c9ea2,vehicular,registration,True,True,False,arrest,True,True,False,True,True,True,True,other,registration,False,medium,97
504074,2010-12-10_09:55:00,-26.15369720000001,28.114067799999987,29.28726192488548,20.0,tall,female,6f0e6c9ea2,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,consent,vehicle equipment violation,False,medium,73
3041595,2014-09-30_14:32:00,-26.136705999999997,28.10602,23.185300713616744,29.0,medium,male,93ef5d6182,vehicular,seatbelt violation,False,False,True,warning,False,False,False,True,True,True,True,consent,seatbelt violation,False,medium,66
1041034,2017-10-03_19:15:00,-26.168636499999998,28.08579809999999,20.872976255379683,21.0,short,male,6f0e6c9ea2,vehicular,moving traffic violation,False,True,False,citation,False,False,False,True,True,False,True,consent,moving traffic violation,False,medium,77
2857149,2016-08-05_20:24:00,-26.126176899999997,28.112099000000043,37.918806096988185,23.0,medium,male,b3d18aa8ec,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,medium,71
3046209,2012-09-03_10:22:00,-26.1163915,28.132269100000002,35.315406268569006,23.0,tall,male,93ef5d6182,vehicular,moving traffic violation,False,True,True,citation,False,False,False,True,True,True,True,consent,moving traffic violation,False,medium,70
2283943,2016-06-15_22:24:00,-26.1581812,28.12877540000001,22.45641858083643,21.0,tall,male,b3d18aa8ec,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,medium,69
2475525,2012-07-01_04:54:00,-26.122935999999996,28.123379900000018,25.127965441698482,31.0,tall,female,3ce33785e5,vehicular,registration,False,False,True,warning,False,False,False,False,True,False,True,consent,registration,False,medium,76
2284410,2016-06-15_15:51:00,-26.128725899999992,28.11224990000001,21.433906240041793,23.0,tall,female,b3d18aa8ec,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,medium,67
1864461,2011-04-21_14:01:00,-26.1502226,28.086201400000007,32.28242840010319,28.0,short,male,6f0e6c9ea2,vehicular,vehicle equipment violation,False,True,False,citation,False,False,False,False,True,True,True,consent,vehicle equipment violation,False,medium,74
2542767,2011-07-21_03:07:00,-26.156414499999997,28.12789570000001,21.49231165246067,25.0,medium,male,93ef5d6182,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,True,True,True,True,consent,vehicle equipment violation,False,medium,62
2137909,2011-05-26_06:44:00,-26.129308099999996,28.108635000000007,41.380506549239236,30.0,tall,female,6f0e6c9ea2,vehicular,safety violation,True,False,True,arrest,False,False,False,False,True,True,True,consent,safety violation,False,medium,77
893752,2017-03-02_08:27:00,-26.114773800000002,28.14261470000001,18.266835582328916,27.0,tall,male,93ef5d6182,vehicular,seatbelt violation,False,True,False,citation,True,True,False,True,True,True,True,probable cause,seatbelt violation,False,medium,98
787043,2011-01-03_22:42:00,-26.106583399999998,28.10443570000001,20.868965681919583,19.0,tall,male,93ef5d6182,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,True,True,True,True,consent,vehicle equipment violation,False,medium,74
2329597,2016-06-21_22:20:00,-26.158035399999996,28.138342100000003,20.86100785209008,57.0,medium,female,b3d18aa8ec,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,medium,66
1774431,2014-04-10_16:06:00,-26.1847614,28.105958400000006,15.300101814688249,29.0,tall,male,b3d18aa8ec,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,medium,65
2589644,2016-07-26_09:01:00,-26.1146394,28.141449400000027,27.925192607476905,30.0,medium,male,93ef5d6182,vehicular,seatbelt violation,True,True,False,arrest,True,True,False,True,True,True,True,consent,seatbelt violation,False,medium,82
1518556,2011-02-09_13:26:00,-26.1375497,28.113828000000026,19.97658722675787,17.0,tall,female,6f0e6c9ea2,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,consent,moving traffic violation,False,medium,80
2818250,2012-08-29_15:58:00,-26.1325552,28.108608000000004,22.735292236935315,18.0,medium,male,93ef5d6182,vehicular,vehicle equipment violation,False,True,True,citation,True,True,False,True,True,True,True,probable cause,vehicle equipment violation,False,medium,95
662629,2014-12-30_09:55:00,-26.130657,28.09911359999998,13.23367236742062,23.0,tall,male,93ef5d6182,vehicular,seatbelt violation,False,True,True,citation,False,False,False,True,True,True,False,consent,seatbelt violation,False,medium,61
2656270,2011-07-08_03:20:00,-26.156414499999997,28.12789570000001,22.72717457693046,34.0,tall,female,93ef5d6182,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,True,True,True,True,consent,vehicle equipment violation,False,medium,67
2062228,2010-05-17_14:32:00,-26.172214099999998,28.094674700000027,29.505123092171107,27.0,tall,female,6f0e6c9ea2,vehicular,moving traffic violation,False,True,False,citation,False,False,False,False,True,False,True,consent,moving traffic violation,False,medium,82
2084573,2016-05-19_18:03:00,-26.1590377,28.077333900000028,23.765506157317407,36.0,medium,male,b3d18aa8ec,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,medium,66
2494874,2016-07-13_21:55:00,-26.158035399999996,28.138342100000003,21.877846056367957,28.0,short,female,b3d18aa8ec,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,medium,73
28817,2011-10-13_00:34:00,-26.193887299999986,28.1002304,29.58443971528041,25.0,medium,male,93ef5d6182,vehicular,moving traffic violation,False,False,True,warning,False,False,False,True,True,True,True,consent,moving traffic violation,False,medium,63
547510,2010-12-14_04:16:00,-26.176959599999996,28.103463700000006,30.290488302184674,50.0,medium,male,93ef5d6182,vehicular,vehicle equipment violation,False,True,True,citation,False,False,False,True,True,True,True,consent,vehicle equipment violation,False,medium,76
2180100,2011-05-03_03:05:00,-26.114393999999997,28.13290839999999,25.531894879765787,26.0,tall,female,93ef5d6182,vehicular,moving traffic violation,False,True,False,citation,True,True,False,True,True,True,True,consent,moving traffic violation,False,medium,109
413030,2014-11-04_15:25:00,-26.1576265,28.13188359999998,37.10008443143193,28.0,tall,male,93ef5d6182,vehicular,moving traffic violation,False,True,True,citation,True,True,False,True,True,True,True,consent,moving traffic violation,False,medium,99
1203240,2018-06-05_12:30:00,-26.114282899999992,28.140139500000004,19.768825401280118,30.0,tall,female,93ef5d6182,vehicular,seatbelt violation,False,True,False,citation,True,True,False,True,True,True,True,probable cause,seatbelt violation,False,medium,88
805927,2011-01-05_15:36:00,-26.14295179999999,28.098957100000007,33.49206283739356,36.0,tall,male,6f0e6c9ea2,vehicular,vehicle equipment violation,False,True,False,citation,False,False,False,True,True,False,True,consent,vehicle equipment violation,False,medium,65
1413974,2010-02-22_12:55:00,-26.041565399999996,28.119472900000005,19.902473616669663,29.0,tall,male,6f0e6c9ea2,vehicular,seatbelt violation,False,True,False,citation,False,False,False,True,True,True,True,consent,seatbelt violation,False,medium,72
813430,2010-01-06_13:50:00,-26.14295179999999,28.098957100000007,22.83006781082414,54.0,tall,female,6f0e6c9ea2,vehicular,seatbelt violation,False,True,False,citation,False,False,False,False,True,False,True,consent,seatbelt violation,False,medium,79
335240,2010-11-22_15:25:00,-26.171506699999995,28.08977249999998,34.4205454054758,20.0,tall,male,6f0e6c9ea2,vehicular,safety violation,False,True,False,citation,False,False,False,True,True,True,True,consent,safety violation,False,medium,72
779949,2011-01-31_12:15:00,-26.1371354,28.106180599999988,25.436642783251422,25.0,tall,male,6f0e6c9ea2,vehicular,seatbelt violation,False,True,False,citation,False,False,False,True,True,False,True,consent,seatbelt violation,True,medium,75
1186519,2018-05-07_10:20:00,-26.115291999999997,28.140567600000026,33.75864111863543,34.0,tall,male,93ef5d6182,vehicular,seatbelt violation,False,True,True,citation,False,False,False,True,True,True,False,consent,seatbelt violation,False,medium,65
2595433,2016-07-27_01:10:00,-26.161628799999995,28.073103300000028,18.906973316733268,32.0,tall,female,6f0e6c9ea2,vehicular,moving traffic violation,True,False,False,arrest,False,False,False,False,True,True,False,other,moving traffic violation,False,medium,80
929695,2017-04-21_08:17:00,-26.1237292,28.140190900000007,16.383917152595586,27.0,tall,female,93ef5d6182,vehicular,seatbelt violation,False,True,True,citation,True,True,False,False,True,True,True,probable cause,seatbelt violation,False,medium,89
2452705,2010-06-09_12:52:00,-26.188870799999997,28.102015900000026,22.422175880888457,32.0,tall,male,6f0e6c9ea2,vehicular,seatbelt violation,False,True,False,citation,False,False,False,True,True,True,True,consent,seatbelt violation,False,medium,78
337494,2013-11-22_11:46:00,-26.1371354,28.106180599999988,18.833009487980718,18.0,tall,female,93ef5d6182,vehicular,vehicle equipment violation,False,True,True,citation,False,False,False,True,True,True,True,consent,vehicle equipment violation,False,medium,71
163352,2012-10-03_12:09:00,-26.11542879999999,28.125389600000005,21.831141847535523,28.0,tall,male,93ef5d6182,vehicular,seatbelt violation,False,True,True,citation,False,False,False,True,True,True,True,consent,seatbelt violation,False,medium,75
1848241,2016-04-18_21:32:00,-26.1573463,28.128106300000027,20.58800903193868,52.0,tall,male,b3d18aa8ec,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,medium,68
1474862,2014-02-03_12:47:00,-26.144746499999997,28.10446890000003,29.203216264889008,34.0,tall,male,93ef5d6182,vehicular,moving traffic violation,False,True,True,citation,True,False,False,True,True,True,True,consent,moving traffic violation,False,medium,76
2534771,2016-07-19_20:14:00,-26.157860299999996,28.130492500000003,28.35599462815558,41.0,tall,male,b3d18aa8ec,vehicular,seatbelt violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,seatbelt violation,False,medium,74
1774563,2014-04-10_17:25:00,-26.1847614,28.105958400000006,35.810813074916446,47.0,medium,male,b3d18aa8ec,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,medium,76
669166,2010-12-03_13:51:00,-26.172214099999998,28.094674700000027,17.305655342698177,22.0,tall,male,6f0e6c9ea2,vehicular,vehicle equipment violation,False,True,False,citation,False,False,False,True,True,True,True,consent,vehicle equipment violation,False,medium,75
2488241,2010-07-13_12:30:00,-26.1524566,28.11326790000001,38.664763846009485,42.0,tall,male,6f0e6c9ea2,vehicular,investigative stop,False,True,False,citation,True,True,False,True,True,True,True,probable cause,investigative stop,False,medium,78
1916246,2013-04-26_08:21:00,-26.132034999999995,28.118215000000006,25.410610958001048,21.0,medium,male,93ef5d6182,vehicular,moving traffic violation,False,False,True,warning,False,False,False,True,True,True,True,consent,moving traffic violation,False,medium,73
1891510,2013-04-23_01:25:00,-26.546286799999997,30.45266790000001,26.642073419481573,26.0,tall,male,d6864f2be6,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,low,75
110537,2013-10-24_14:29:00,-26.441606399999998,30.207578000000026,45.3337112987351,26.0,short,male,01aa59bb70,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,consent,moving traffic violation,False,low,61
2495016,2010-07-14_13:11:00,-26.409951999999997,29.73628509999999,28.993816795695615,26.0,short,male,01aa59bb70,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,consent,moving traffic violation,False,low,63
2564248,2012-07-23_10:09:00,-26.409951999999997,29.73628509999999,24.641836746983177,34.0,short,male,01aa59bb70,vehicular,seatbelt violation,False,False,True,warning,False,False,False,False,True,False,True,consent,seatbelt violation,True,low,74
2468977,2013-07-11_13:00:00,-26.410936899999996,29.734165000000004,33.788555584614826,23.0,tall,male,9d1e57a193,vehicular,moving traffic violation,False,False,True,warning,True,True,False,True,True,True,True,probable cause,moving traffic violation,False,low,94
2484708,2013-07-12_12:20:00,-26.411214699999995,29.734132700000004,30.643233446051955,55.0,tall,male,9d1e57a193,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,consent,moving traffic violation,False,low,64
576689,2012-12-18_13:40:00,-27.170718899999997,29.849324300000006,39.37741940480651,30.0,tall,male,9d1e57a193,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,consent,moving traffic violation,False,low,67
2118651,2013-05-23_02:08:00,-26.209959599999998,30.076572999999982,27.099489620729546,25.0,tall,male,82f2e31c2b,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,low,54
2550129,2012-07-02_02:57:00,-26.532487100000004,30.473631000000026,20.739369007577128,20.0,medium,male,d6864f2be6,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,low,79
2295710,2013-06-17_14:20:00,-26.409951999999997,29.73628509999999,27.020507982282222,25.0,tall,male,9d1e57a193,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,consent,moving traffic violation,True,low,49
2362309,2010-06-25_15:03:00,-26.409951999999997,29.73628509999999,23.91420132370141,21.0,tall,male,01aa59bb70,vehicular,seatbelt violation,False,False,True,warning,False,False,False,False,True,True,True,consent,seatbelt violation,False,low,63
2550147,2012-07-02_03:13:00,-26.532487100000004,30.473631000000026,27.78786714683158,37.0,tall,female,d6864f2be6,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,low,78
1854202,2015-04-19_00:15:00,-23.211566499999996,37.19460319999999,33.18282714795408,22.0,medium,male,6f0e6c9ea2,vehicular,investigative stop,True,False,False,arrest,False,False,False,False,True,True,False,other,investigative stop,False,very low,65
2803393,2010-08-27_21:53:00,-26.261595999999997,28.03605899999998,28.348588854694643,29.0,tall,male,498350de5b,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,True,True,False,True,consent,vehicle equipment violation,False,high,66
117359,2012-10-25_19:40:00,-26.26086,28.036503100000004,22.713918734576755,26.0,tall,male,498350de5b,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,True,True,True,False,consent,vehicle equipment violation,False,high,82
389215,2011-01-13_00:32:00,-26.276450499999996,28.036044100000026,21.74056083609054,21.0,medium,male,498350de5b,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,True,True,True,True,probable cause,vehicle equipment violation,False,high,72
2215712,2010-05-08_01:37:00,-26.263843699999995,28.043072400000028,34.816865841191884,40.0,tall,male,498350de5b,vehicular,vehicle equipment violation,False,True,False,citation,False,False,False,True,True,True,False,consent,vehicle equipment violation,False,high,75
319635,2010-11-02_23:57:00,-26.268116899999995,28.04750990000001,28.560484164217275,21.0,medium,male,498350de5b,vehicular,vehicle equipment violation,False,True,False,citation,False,False,False,True,True,True,True,consent,vehicle equipment violation,False,high,78
1721993,2010-03-04_00:45:00,-26.2491463,28.01545849999998,25.370121626389718,30.0,tall,male,498350de5b,vehicular,vehicle equipment violation,False,True,False,citation,True,False,False,True,True,True,True,consent,vehicle equipment violation,False,high,76
669162,2010-01-23_01:50:00,-26.245238999999998,28.023923700000026,28.3505161573322,36.0,short,male,498350de5b,vehicular,vehicle equipment violation,True,True,False,arrest,False,False,False,True,True,True,False,other,vehicle equipment violation,False,high,71
815248,2011-01-06_19:20:00,-26.261595999999997,28.03605899999998,23.401697375151024,35.0,tall,male,498350de5b,vehicular,seatbelt violation,False,True,False,citation,False,False,False,True,True,True,True,consent,seatbelt violation,False,high,79
361051,2013-11-26_14:06:00,-26.2735702,28.007189400000044,29.116293518649723,28.0,tall,male,498350de5b,vehicular,seatbelt violation,False,False,True,warning,False,False,False,True,True,True,True,consent,seatbelt violation,False,high,77
237980,2012-11-01_19:54:00,-26.260165399999998,28.034181100000026,27.66741345315662,22.0,short,male,498350de5b,vehicular,seatbelt violation,True,False,True,arrest,False,False,False,True,True,True,True,other,seatbelt violation,False,high,74
1470339,2010-02-03_19:45:00,-26.263843699999995,28.043072400000028,18.162020682068945,19.0,tall,female,498350de5b,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,True,True,True,True,consent,vehicle equipment violation,False,high,72
496304,2011-01-20_01:35:00,-26.245424999999997,28.027974200000017,16.26171306519535,24.0,tall,male,498350de5b,vehicular,seatbelt violation,False,False,True,warning,False,False,False,True,True,True,True,consent,seatbelt violation,False,high,78
1547541,2015-03-01_01:21:00,-26.221343100000006,27.985979600000007,15.968378538727283,30.0,tall,female,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,67
1651688,2011-03-24_00:35:00,-26.260165399999998,28.034181100000026,37.87586527989617,23.0,tall,female,498350de5b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,True,True,True,False,consent,moving traffic violation,False,high,69
285922,2015-11-17_19:46:00,-26.221463399999998,28.014163900000028,14.943955938067065,28.0,medium,female,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,65
2020145,2012-05-01_00:22:00,-26.2597625,28.045545000000004,16.346532867342763,22.0,short,female,498350de5b,vehicular,vehicle equipment violation,False,True,False,citation,True,True,False,True,True,True,True,consent,vehicle equipment violation,False,high,104
2193346,2010-05-05_01:35:00,-26.249996099999997,28.001854300000005,21.667374684539226,49.0,tall,male,498350de5b,vehicular,vehicle equipment violation,True,True,False,arrest,True,False,False,True,True,True,True,consent,vehicle equipment violation,False,high,70
610924,2011-12-02_23:06:00,-26.2491463,28.01545849999998,23.47761689592963,46.0,medium,male,2b7a7efb70,vehicular,moving traffic violation,False,False,True,warning,False,False,False,True,True,True,True,probable cause,moving traffic violation,False,high,95
2641910,2011-07-06_20:29:00,-26.219412900000002,27.989123000000006,34.67672675224037,36.0,medium,male,498350de5b,vehicular,vehicle equipment violation,False,True,False,citation,False,False,False,True,True,True,False,consent,vehicle equipment violation,False,high,78
1891841,2013-04-23_15:32:00,-26.263843699999995,28.043072400000028,39.284818215486844,20.0,short,male,498350de5b,vehicular,investigative stop,True,False,True,arrest,False,False,False,True,True,True,True,other,investigative stop,False,high,77
2517665,2013-07-17_14:57:00,-26.25983579999999,28.050377700000027,40.510353129279196,20.0,tall,male,498350de5b,vehicular,vehicle equipment violation,False,True,False,citation,True,True,False,True,True,True,True,probable cause,vehicle equipment violation,False,high,105
381443,2011-11-30_20:55:00,-26.26086,28.036503100000004,28.31262997828307,30.0,short,male,498350de5b,vehicular,vehicle equipment violation,False,True,False,citation,False,False,False,True,True,True,False,consent,vehicle equipment violation,False,high,72
715393,2011-01-26_18:45:00,-26.250370499999995,28.003593300000006,21.06823849397496,27.0,short,male,498350de5b,vehicular,moving traffic violation,False,True,False,citation,False,False,False,True,True,True,False,consent,moving traffic violation,False,high,75
254944,2012-11-13_18:40:00,-26.2198097,27.992928500000005,18.29360498621,32.0,tall,female,82f2e31c2b,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,64
1328261,2011-02-01_19:19:00,-26.260557899999995,28.039221899999987,19.068685648892117,21.0,short,male,498350de5b,vehicular,vehicle equipment violation,False,True,False,citation,False,False,False,True,True,True,False,consent,vehicle equipment violation,False,high,81
733821,2012-01-27_19:48:00,-26.261595999999997,28.03605899999998,31.51928895035447,19.0,short,male,498350de5b,vehicular,vehicle equipment violation,False,True,False,citation,False,False,False,True,True,True,False,consent,vehicle equipment violation,False,high,77
2021785,2013-05-01_12:58:00,-26.2422622,28.0067808,24.75128999067227,19.0,short,male,498350de5b,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,True,True,True,True,probable cause,vehicle equipment violation,False,high,70
2726022,2011-08-17_22:45:00,-26.250370499999995,28.003593300000006,27.011254593290552,26.0,tall,male,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,62
2274296,2013-06-14_03:27:00,-26.289626700000007,27.949206700000005,38.55594075645735,48.0,tall,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,72
1973603,2011-04-06_00:11:00,-26.245897499999998,28.03088099999998,30.45399159891668,35.0,tall,male,498350de5b,vehicular,moving traffic violation,False,False,True,warning,True,False,False,True,True,True,True,consent,moving traffic violation,False,high,80
